Annual Turnover,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Ambience,Lively,Service,Comfortablility,Privacy,Cuisine1,Cuisine2
22500000,131,1,733784,78.0,1,72.0,1,1,1,1,2.0,0,0,2,0,7,5,5,5,7,8.0,4.0,3.0,3.0,9.0,9,5,2,9,6,23
33500000,38,1,734335,73.0,1,68.46,1,1,1,1,2.0,0,0,2,0,8,4,4,5,7,9.0,5.0,3.0,4.0,5.0,8,4,5,6,9,20
35000000,133,1,733953,79.0,2,85.2,1,1,1,0,1.0,0,16,3,1,4,6,6,7,8,7.0,4.0,3.0,4.0,4.0,9,2,0,9,3,24
24000000,0,1,733547,79.0,2,72.0,1,1,1,1,1.0,0,16,3,1,7,5,4,6,10,7.0,4.0,2.0,4.0,9.0,10,7,3,8,3,24
186000000,115,0,733325,89.7,1,89.6,1,1,1,1,1.0,3,9,4,0,1,6,5,6,10,9.0,4.0,4.0,4.0,4.0,8,2,5,8,10,9
43500000,57,1,733544,85.0,2,64.0,0,1,1,0,2.0,0,23,2,0,10,4,5,5,9,8.0,4.0,3.0,4.0,7.0,8,7,3,8,2,18
37500000,133,1,734585,85.8,2,78.4,1,0,1,0,2.0,0,2,3,1,9,5,5,3,7,9.0,4.0,3.0,4.0,9.0,9,0,0,5,2,18
27500000,38,1,734431,87.4,2,82.2,0,0,0,1,2.0,0,2,3,0,6,3,5,3,9,7.0,3.0,3.0,4.0,8.0,8,7,3,8,3,11
23500000,72,1,733506,92.66,1,95.6,1,1,0,0,2.0,0,2,3,0,7,4,3,5,9,9.0,5.0,3.0,4.0,8.0,8,6,2,8,2,18
45500000,143,1,734117,76.87,1,81.33,1,1,1,0,2.0,0,2,3,0,4,3,5,5,10,9.0,4.0,3.0,4.0,7.0,7,7,4,7,2,16
11000000,178,0,734603,70.0,2,70.0,1,0,1,1,2.0,0,21,2,0,4,4,4,4,8,10.0,4.0,3.0,4.0,6.0,9,7,2,10,2,18
18000000,72,1,734517,91.3,1,88.9,1,0,1,1,2.0,0,2,3,1,1,5,5,5,10,8.0,4.0,3.0,3.0,4.0,8,5,3,7,14,18
43000000,38,1,733979,79.0,1,82.75,0,1,1,1,2.0,0,16,2,0,6,5,4,6,7,8.0,3.0,3.0,4.0,7.0,8,5,0,6,7,20
45000000,15,0,733891,76.2,2,72.6,1,0,1,1,2.0,0,2,3,0,6,5,6,4,8,9.0,5.0,3.0,4.0,6.0,7,4,4,5,2,18
24000000,131,0,734068,77.78,2,66.67,1,1,1,1,2.0,0,16,3,0,10,6,5,5,7,9.0,4.0,4.0,4.0,7.0,7,4,3,7,3,11
66000000,143,1,732707,79.0,1,67.0,1,1,0,1,2.0,2,2,3,1,3,4,5,6,8,9.0,5.0,3.0,4.0,7.0,9,8,2,8,10,9
12000000,98,0,733212,81.33,1,78.4,0,0,1,0,2.0,2,2,3,1,7,3,5,5,9,10.0,4.0,3.0,4.0,10.0,5,7,4,5,7,20
30000000,15,1,733148,65.6,2,70.2,1,1,1,1,2.0,0,0,3,1,2,5,5,5,9,10.0,6.0,3.0,4.0,6.0,6,7,2,7,10,17
18000000,131,1,734087,65.8,2,76.8,1,1,1,0,2.0,0,9,3,0,3,4,4,4,8,9.0,4.0,3.0,4.0,8.0,6,0,5,4,1,4
7000000,98,1,734191,67.75,1,61.5,1,0,1,1,2.0,0,2,3,1,7,4,3,2,7,10.0,4.0,3.0,4.0,5.0,7,4,5,5,10,9
30000000,143,0,734389,91.6,1,88.9,1,0,1,1,2.0,0,16,3,0,9,4,5,5,5,6.0,3.0,2.0,4.0,6.0,8,4,7,7,2,18
21500000,43,1,734140,78.66,1,70.6,1,0,1,1,2.0,0,16,3,0,9,4,4,5,8,9.0,4.0,3.0,4.0,6.0,7,3,5,7,1,4
45000000,133,1,733476,79.0,2,79.4,1,1,0,1,2.0,0,16,2,0,4,5,5,5,8,8.0,4.0,3.0,4.0,3.0,3,1,5,4,2,16
18000000,131,1,732815,78.4,2,61.8,0,1,0,1,2.0,0,16,2,0,1,5,4,6,5,7.0,4.0,3.0,4.0,8.0,8,6,5,6,5,19
24000000,131,1,733251,61.0,1,48.0,1,1,0,1,2.0,0,0,2,0,4,5,5,4,5,6.0,3.0,3.0,4.0,4.0,4,5,2,7,12,22
41000000,72,1,733681,91.5,1,95.5,1,1,1,1,2.0,0,2,5,0,1,5,6,5,8,9.0,6.0,3.0,4.0,8.0,9,6,4,7,9,20
30000000,114,1,733658,75.0,1,67.0,1,1,0,1,2.0,2,2,3,0,4,5,5,4,5,9.0,6.0,3.0,4.0,2.0,7,5,6,6,7,20
30500000,0,1,733493,90.4,2,79.0,1,1,0,1,2.0,0,2,3,0,2,5,5,6,10,9.0,5.0,3.0,5.0,5.0,7,3,4,4,1,4
21500000,38,1,733868,81.2,1,80.7,1,1,1,1,2.0,0,0,3,0,5,5,4,2,7,7.0,3.0,3.0,3.0,10.0,9,4,0,6,5,19
20000000,72,1,734228,58.6,1,60.4,0,0,0,1,2.0,0,23,3,1,10,3,3,3,9,8.0,4.0,3.0,4.0,3.0,7,5,3,4,1,4
30000000,63,1,734513,77.0,2,77.14,1,1,1,1,2.0,0,23,3,1,2,5,4,5,8,6.0,4.0,3.0,4.0,8.0,5,6,4,9,6,17
55000000,115,1,732141,82.2,1,74.0,0,0,1,1,1.0,0,16,2,1,9,5,4,4,8,9.0,4.0,4.0,4.0,4.0,8,5,2,6,7,20
3500000,63,0,733265,79.0,1,75.2,1,1,0,1,2.0,0,0,3,0,6,4,4,5,5,9.0,5.0,3.0,4.0,1.0,7,5,4,4,2,16
35000000,131,1,733573,82.0,2,81.2,1,1,1,0,2.0,0,2,3,1,7,5,6,8,6,10.0,6.0,3.0,4.0,5.0,9,5,1,8,2,18
50000000,120,1,733224,79.0,2,80.8,1,1,0,1,1.0,0,25,3,1,2,5,6,6,5,8.0,4.0,3.0,4.0,6.0,9,4,5,7,9,20
24000000,38,1,734655,81.0,1,88.88,1,0,1,0,2.0,0,9,3,0,8,5,4,3,5,9.0,4.0,3.0,4.0,7.0,5,5,5,5,3,24
38500000,63,1,733546,90.1,2,87.0,0,0,1,0,1.0,0,16,3,1,8,6,6,7,5,9.0,5.0,4.0,4.0,5.0,7,2,3,4,10,9
10500000,72,1,734499,86.17,1,83.9,1,1,1,1,2.0,0,16,2,1,7,4,4,4,5,7.0,3.0,2.0,4.0,8.0,7,6,6,7,12,22
44000000,63,1,733119,91.4,2,86.0,1,1,1,1,2.0,3,2,5,0,1,6,6,6,9,9.0,6.0,3.0,4.0,4.0,8,2,4,5,2,18
20000000,64,1,733973,83.89,2,67.0,1,1,1,1,2.0,0,16,4,0,10,4,5,5,9,8.0,4.0,3.0,4.0,10.0,7,6,0,7,3,11
11500000,0,1,733446,81.2,2,65.2,0,1,1,0,2.0,0,2,2,0,4,5,5,5,10,10.0,4.0,3.0,4.0,5.0,5,3,4,3,7,20
18000000,187,1,733167,76.7,1,83.1,1,0,1,1,2.0,0,12,3,0,8,4,3,4,6,6.0,4.0,3.0,4.0,6.0,6,2,5,6,10,9
30500000,143,1,734133,79.0,2,78.2,0,1,1,1,2.0,0,17,4,0,5,6,5,5,7,9.0,4.0,2.0,4.0,8.0,10,4,1,5,2,18
32500000,133,1,734213,80.6,2,80.6,1,0,1,1,2.0,0,2,3,1,1,4,4,5,9,9.0,6.0,3.0,4.0,2.0,5,5,3,4,2,18
45000000,0,1,734582,85.0,2,87.0,1,1,0,1,1.0,0,16,4,1,2,7,6,6,10,9.0,4.0,4.0,4.0,6.0,7,4,2,8,6,23
36000000,15,1,733921,82.0,1,70.16,1,1,1,0,2.0,0,2,4,0,10,4,2,4,9,8.0,4.0,3.0,4.0,2.0,1,0,2,0,2,18
45000000,0,1,733465,91.0,1,90.91,1,1,1,1,2.0,0,16,4,0,7,5,5,5,9,7.0,3.0,2.0,4.0,8.0,9,8,3,7,5,19
30000000,15,0,734136,87.0,1,74.05,1,1,0,1,2.0,0,0,3,1,2,3,4,2,8,6.0,3.0,3.0,4.0,9.0,8,6,3,8,5,19
31000000,105,1,732533,69.0,1,69.0,1,1,1,1,2.0,0,16,2,0,4,5,4,6,5,9.0,5.0,5.0,4.0,0.0,4,3,2,6,2,16
35000000,122,1,732884,74.4,2,74.4,1,1,1,1,2.0,0,23,2,0,5,5,4,5,10,8.0,2.0,3.0,4.0,6.0,9,4,4,7,6,17
24000000,25,1,733451,79.28,1,74.05,1,0,0,1,2.0,0,23,3,0,10,6,6,5,10,9.0,4.0,3.0,4.0,9.0,9,1,2,8,1,4
44500000,15,1,733540,84.96,1,59.16,1,1,1,1,2.0,0,0,2,1,6,4,5,5,9,10.0,4.0,3.0,4.0,4.0,7,3,6,6,6,6
30000000,15,1,734387,79.0,1,78.83,1,0,1,1,1.0,0,6,3,0,5,4,4,6,8,9.0,4.0,3.0,4.0,1.0,7,1,6,6,2,18
30000000,38,0,733198,92.8,1,83.0,1,1,1,1,2.0,2,2,4,0,5,3,4,4,10,10.0,4.0,3.0,4.0,5.0,5,3,3,5,9,20
22500000,133,0,733809,79.4,2,67.0,1,1,1,1,2.0,0,16,2,0,7,5,5,4,6,10.0,4.0,3.0,4.0,8.0,10,5,5,8,12,22
17000000,72,1,733449,79.0,1,74.05,1,0,0,1,2.0,0,0,2,1,8,4,3,5,6,6.0,2.0,3.0,4.0,7.0,6,6,7,6,12,22
11000000,132,1,733712,66.8,2,59.9,0,1,1,0,2.0,0,16,2,0,10,2,5,3,9,10.0,4.0,3.0,4.0,4.0,6,3,6,5,6,17
51000000,143,1,734086,79.8,2,75.6,1,1,1,1,2.0,0,16,2,0,7,4,6,6,6,7.0,3.0,3.0,4.0,9.0,9,5,3,7,3,11
12000000,131,0,734112,88.0,2,87.8,1,1,1,1,1.0,0,16,3,1,9,6,4,5,7,9.0,4.0,4.0,4.0,7.0,7,5,3,7,4,17
42500000,115,0,733564,87.0,2,72.0,1,1,1,1,2.0,0,16,3,0,6,4,6,6,5,9.0,4.0,5.0,4.0,8.0,8,4,2,7,2,18
10000000,42,1,733170,77.0,1,67.0,1,1,1,1,2.0,0,0,2,0,3,3,4,3,8,8.0,3.0,2.0,4.0,8.0,9,8,9,9,7,20
37000000,0,0,734036,79.0,2,87.0,1,1,0,1,2.0,0,2,4,0,1,5,5,6,10,9.0,5.0,3.0,4.0,4.0,5,4,5,5,6,17
24000000,38,0,734675,79.0,1,79.2,1,1,0,1,2.0,0,2,3,0,1,3,4,2,7,8.0,4.0,3.0,3.0,8.0,8,7,2,6,10,9
50000000,15,1,733428,71.0,1,75.0,1,0,1,1,2.0,0,16,4,1,8,5,4,6,9,8.0,4.0,3.0,4.0,5.0,5,4,3,4,3,11
23000000,2,1,733598,65.3,1,68.4,1,1,1,1,2.0,0,0,3,0,8,4,5,5,6,9.0,5.0,3.0,4.0,6.0,5,4,1,3,7,20
55000000,0,1,733359,94.6,2,83.0,1,1,1,1,2.0,0,2,4,0,6,6,6,7,6,9.0,6.0,3.0,4.0,4.0,7,1,2,7,2,18
41500000,133,0,733297,75.0,2,68.0,1,1,1,1,2.0,0,2,3,0,7,4,4,5,5,10.0,4.0,3.0,4.0,4.0,5,4,2,8,14,18
32000000,96,1,734457,83.33,2,80.3,1,1,1,1,1.0,0,23,3,0,8,7,5,6,5,10.0,4.0,3.0,4.0,9.0,9,7,0,6,2,16
35000000,63,1,734338,82.6,2,81.4,1,1,1,1,1.0,0,16,4,1,6,6,5,8,9,10.0,4.0,3.0,4.0,7.0,6,3,2,3,10,9
31000000,38,1,734054,80.83,1,82.1,1,0,1,0,2.0,0,0,3,0,6,3,4,6,5,10.0,4.0,3.0,4.0,8.0,7,7,6,8,2,18
10000000,143,0,734072,67.23,1,65.5,0,1,0,0,2.0,0,2,2,0,3,3,4,3,6,9.0,5.0,3.0,4.0,9.0,7,5,3,7,2,16
30000000,38,0,734421,86.2,2,84.3,1,1,1,1,2.0,0,16,3,1,10,5,5,4,5,7.0,3.0,2.0,4.0,9.0,6,4,0,7,9,20
18000000,133,1,732672,79.0,1,68.0,1,1,1,1,2.0,0,2,1,0,5,4,4,4,7,8.0,3.0,3.0,3.0,5.0,7,5,6,7,10,9
12000000,133,0,733619,79.0,1,60.0,1,1,0,1,2.0,0,2,3,0,8,4,5,4,7,8.0,3.0,3.0,4.0,5.0,7,5,4,6,3,24
10000000,0,1,734183,86.62,1,62.2,1,1,1,0,2.0,0,16,2,0,8,4,5,3,10,8.0,4.0,3.0,4.0,8.0,6,5,1,8,6,6
22000000,15,1,732989,69.13,1,64.4,1,1,1,1,2.0,0,0,3,1,4,3,3,5,6,8.0,4.0,3.0,4.0,6.0,5,4,4,6,8,13
30000000,15,1,733970,89.12,1,68.0,1,0,1,1,2.0,0,2,3,1,8,4,5,5,10,10.0,5.0,3.0,4.0,7.0,5,3,0,2,1,4
41000000,38,1,733749,91.6,1,91.6,1,1,1,0,2.0,0,0,3,0,8,4,5,5,6,10.0,4.0,5.0,4.0,5.0,5,4,3,5,2,16
10000000,72,0,733648,87.5,1,95.3,1,0,1,1,2.0,0,16,4,1,4,4,4,5,10,8.0,3.0,3.0,4.0,7.0,8,2,4,7,12,22
18000000,133,1,734210,73.0,1,69.0,1,1,1,1,2.0,0,0,2,0,1,4,4,4,7,10.0,4.0,3.0,4.0,7.0,6,5,5,5,4,17
44500000,115,1,733031,66.4,2,69.8,1,1,1,1,2.0,0,16,2,1,1,5,5,5,6,9.0,5.0,4.0,4.0,6.0,5,0,5,7,2,18
26500000,15,0,733905,80.33,1,86.9,1,0,1,1,2.0,0,2,3,0,6,3,5,3,9,9.0,5.0,3.0,4.0,8.0,8,4,2,7,2,18
21500000,63,1,733320,79.0,2,73.4,1,1,1,0,2.0,0,2,3,0,8,5,5,6,5,10.0,4.0,3.0,4.0,3.0,4,3,5,5,3,11
28500000,78,1,734045,79.0,2,56.9,1,1,1,1,2.0,0,2,2,1,7,3,3,4,6,7.0,3.0,3.0,3.0,6.0,7,4,1,9,3,11
30000000,0,1,734692,81.1,1,86.7,1,0,1,1,2.0,0,2,3,1,7,5,3,3,10,10.0,4.0,3.0,4.0,10.0,8,6,0,8,3,11
27500000,15,1,733529,60.14,1,60.0,0,1,1,1,2.0,0,0,3,0,7,4,4,5,6,10.0,4.0,3.0,4.0,6.0,7,5,1,9,2,18
26500000,133,0,734213,84.6,2,64.7,1,0,1,0,2.0,0,0,3,0,10,4,5,4,10,9.0,5.0,3.0,4.0,9.0,8,4,2,8,2,16
30000000,15,1,733842,78.83,2,80.5,1,1,0,1,1.0,0,16,2,0,2,5,5,6,7,10.0,4.0,3.0,4.0,6.0,8,7,2,8,5,19
30000000,133,1,733746,78.0,1,69.0,1,1,1,1,2.0,0,2,2,1,8,4,6,6,7,9.0,5.0,3.0,4.0,6.0,8,6,3,8,6,23
32500000,15,1,733276,75.8,2,61.6,0,1,0,0,2.0,0,2,2,0,3,3,5,6,10,10.0,4.0,3.0,4.0,8.0,8,7,4,6,7,20
17000000,72,1,734332,77.66,1,90.7,1,1,0,1,2.0,0,2,2,1,3,5,5,5,9,7.0,4.0,3.0,3.0,2.0,6,5,3,7,2,18
22000000,63,1,732940,79.0,1,81.0,1,1,0,1,2.0,0,16,3,0,9,5,3,6,10,7.0,4.0,2.0,4.0,3.0,7,0,2,5,10,17
21500000,143,0,734370,79.0,1,78.0,1,0,1,1,2.0,0,0,2,0,8,4,4,3,10,7.0,3.0,3.0,4.0,5.0,7,6,7,8,7,20
18000000,17,1,733711,71.0,1,63.0,1,1,0,1,2.0,0,9,3,1,8,3,5,5,5,10.0,4.0,3.0,4.0,8.0,7,6,5,3,10,9
9500000,15,1,733512,64.48,1,57.0,1,1,1,1,2.0,0,2,2,1,4,3,5,4,9,9.0,5.0,3.0,4.0,8.0,8,5,1,6,2,16
24500000,15,1,734249,81.0,1,66.0,1,1,1,0,2.0,0,11,2,1,9,5,5,4,8,10.0,4.0,3.0,4.0,9.0,7,7,0,9,2,18
35000000,75,1,732560,62.0,2,62.0,1,1,1,1,2.0,0,0,2,0,2,4,3,4,7,6.0,3.0,3.0,4.0,7.0,9,5,2,6,12,22
42000000,15,1,733098,67.0,1,61.0,1,0,1,1,2.0,2,2,2,0,10,5,5,4,5,9.0,6.0,3.0,4.0,6.0,8,3,5,6,13,10
37000000,0,1,733963,85.3,1,92.6,1,1,1,1,2.0,0,2,2,0,3,6,6,6,9,9.0,5.0,3.0,4.0,7.0,7,3,8,5,6,17
42500000,133,1,733171,75.6,2,78.6,1,1,1,1,2.0,0,0,3,0,1,3,4,5,7,10.0,4.0,3.0,4.0,10.0,8,7,1,6,2,18
23500000,38,0,733699,91.0,1,80.0,1,1,1,1,2.0,0,16,3,1,9,5,4,4,5,8.0,4.0,3.0,4.0,5.0,6,5,2,8,9,20
30000000,143,1,734342,81.2,2,71.0,0,0,1,1,2.0,0,16,4,0,9,5,6,4,10,6.0,5.0,2.0,4.0,6.0,5,5,3,4,9,20
32500000,120,0,734392,79.0,1,71.5,1,1,1,1,2.0,0,24,3,0,1,6,5,6,6,6.0,3.0,2.0,4.0,8.0,6,5,5,0,2,16
12000000,91,1,734086,71.5,1,70.4,1,1,0,1,2.0,0,2,3,0,10,5,5,7,8,9.0,5.0,3.0,4.0,8.0,8,7,4,8,1,4
33000000,0,1,733443,86.8,0,77.2,1,1,1,1,2.0,0,16,3,0,7,3,4,3,7,6.0,4.0,2.0,4.0,5.0,5,4,3,2,1,4
18000000,38,1,734286,93.6,1,89.5,0,1,1,1,2.0,0,16,3,0,3,4,4,5,5,10.0,3.0,3.0,4.0,10.0,8,7,4,7,8,13
33500000,115,1,734037,93.33,2,76.66,1,0,0,1,1.0,0,3,3,0,7,6,5,7,6,9.0,5.0,3.0,4.0,8.0,7,4,3,8,7,20
35000000,15,0,734329,85.0,2,75.0,0,0,1,1,2.0,0,2,3,0,9,6,5,5,6,9.0,4.0,3.0,5.0,9.0,9,6,2,8,2,16
39500000,0,1,733762,83.0,1,80.1,1,1,1,1,2.0,0,16,3,1,10,4,5,4,5,9.0,3.0,4.0,4.0,7.0,7,4,4,6,9,20
9500000,133,1,734152,78.8,2,68.0,1,0,1,1,2.0,0,2,2,0,5,4,5,3,7,10.0,4.0,3.0,4.0,4.0,6,5,2,4,1,4
36000000,78,0,732569,74.0,1,65.0,1,1,1,0,2.0,0,2,3,1,6,3,3,4,8,10.0,4.0,3.0,4.0,5.0,8,5,7,9,3,11
32500000,72,1,733930,71.0,1,70.0,0,0,1,1,2.0,0,2,2,0,7,4,4,5,5,10.0,2.0,3.0,4.0,6.0,8,6,3,7,2,18
32000000,131,1,733736,79.0,2,78.0,1,1,1,1,2.0,0,16,3,0,1,7,5,6,6,10.0,4.0,3.0,4.0,5.0,5,7,3,6,14,18
30500000,0,1,734558,88.6,1,92.0,1,1,1,1,2.0,0,2,3,0,6,8,5,5,8,10.0,4.0,3.0,4.0,7.0,7,5,4,7,2,18
42000000,63,0,733675,79.0,1,83.0,0,1,1,1,2.0,0,2,4,0,7,5,5,4,9,10.0,4.0,3.0,4.0,10.0,8,5,8,6,10,9
11500000,63,1,734413,64.0,1,54.4,1,1,1,0,2.0,0,2,2,0,3,4,4,2,10,10.0,4.0,3.0,4.0,6.0,6,3,5,2,10,9
10500000,0,1,734463,80.0,2,62.0,0,1,1,1,2.0,0,2,2,0,3,4,5,5,5,9.0,4.0,3.0,4.0,5.0,7,5,4,4,5,19
35000000,38,1,734077,86.6,2,80.9,0,1,1,1,2.0,0,0,3,1,6,5,5,6,9,9.0,5.0,3.0,4.0,8.0,10,4,0,8,12,22
42500000,15,1,733933,82.16,2,84.8,1,1,1,1,2.0,0,2,4,0,3,4,5,6,5,9.0,5.0,3.0,4.0,4.0,8,5,5,8,12,22
11000000,98,1,733206,77.65,1,69.45,1,1,1,1,2.0,0,2,3,0,4,3,4,5,10,10.0,4.0,3.0,4.0,4.0,7,4,6,6,4,17
35000000,72,1,734151,84.0,2,93.4,0,0,1,1,2.0,0,16,4,1,1,6,6,5,10,9.0,4.0,4.0,4.0,8.0,8,7,3,8,2,18
10000000,0,1,732931,56.5,1,56.8,1,1,1,0,1.0,2,2,3,1,2,3,5,5,8,9.0,5.0,3.0,4.0,5.0,5,1,4,4,7,20
30500000,0,1,734619,79.0,1,91.5,0,1,1,1,2.0,0,2,3,1,4,6,4,4,7,8.0,4.0,3.0,3.0,6.0,8,5,3,7,2,16
32000000,133,1,732975,82.0,1,60.0,1,1,0,1,2.0,0,0,4,0,3,5,5,4,8,10.0,4.0,3.0,4.0,6.0,7,3,2,5,7,20
30000000,133,1,733811,87.0,2,70.0,1,1,1,1,2.0,0,0,2,0,4,7,5,5,5,10.0,5.0,3.0,4.0,5.0,5,3,4,6,3,24
25000000,38,1,732799,88.2,1,90.67,1,0,1,1,2.0,0,0,4,0,6,4,6,7,5,10.0,4.0,3.0,4.0,6.0,8,7,3,8,2,18
50000000,0,1,733446,82.8,2,77.8,1,1,1,1,2.0,0,2,2,0,9,6,6,2,9,9.0,4.0,3.0,4.0,4.0,7,5,3,7,1,4
11000000,45,1,733537,57.0,2,64.5,1,1,1,1,2.0,0,2,2,0,3,4,4,2,9,7.0,3.0,3.0,4.0,9.0,7,7,5,6,3,24
56000000,15,1,734118,89.42,2,81.2,1,1,0,1,2.0,0,2,3,0,4,6,5,7,6,9.0,5.0,3.0,4.0,5.0,7,1,4,4,2,18
39000000,15,1,734357,92.5,1,96.1,1,1,0,1,2.0,0,16,3,0,9,4,6,6,7,10.0,3.0,3.0,4.0,6.0,3,3,4,2,2,18
42000000,143,1,733726,72.8,1,62.8,1,1,1,1,2.0,0,0,3,0,1,5,5,4,9,7.0,3.0,3.0,4.0,6.0,8,5,2,8,2,18
36000000,0,1,732513,62.0,2,61.0,1,1,0,1,1.0,3,2,3,0,10,5,5,4,8,8.0,4.0,3.0,3.0,8.0,8,6,2,7,2,18
40000000,15,0,733718,79.0,1,94.1,1,0,1,1,2.0,0,0,3,1,10,4,4,5,5,8.0,3.0,3.0,4.0,6.0,7,6,1,7,12,22
24000000,184,1,733902,86.3,1,89.7,0,0,1,1,2.0,0,16,3,0,3,3,4,4,6,10.0,5.0,3.0,4.0,8.0,5,4,0,7,2,18
70000000,45,0,734812,88.0,2,85.0,0,1,1,1,1.0,0,2,2,1,1,6,6,5,6,8.0,4.0,3.0,4.0,2.0,7,3,8,5,4,17
30000000,143,1,733763,81.0,2,86.0,0,0,0,0,2.0,0,2,3,0,7,5,6,6,8,9.0,6.0,3.0,5.0,4.0,6,6,2,6,10,9
32000000,131,1,734658,79.4,2,80.4,0,1,1,0,1.0,0,2,3,0,1,5,5,5,10,9.0,5.0,3.0,4.0,6.0,3,3,2,2,6,6
20000000,96,1,732473,77.5,1,78.6,1,1,1,1,2.0,0,2,4,1,10,6,5,4,9,9.0,5.0,3.0,4.0,5.0,7,2,3,7,3,11
31000000,38,1,733796,73.0,1,74.0,1,1,0,1,2.0,0,0,2,1,10,4,6,4,7,10.0,4.0,3.0,4.0,5.0,6,2,4,5,1,4
18500000,143,1,734650,84.4,2,76.0,1,1,1,1,2.0,0,23,2,1,10,4,5,5,6,9.0,4.0,3.0,4.0,8.0,7,5,3,6,10,9
10500000,143,0,733324,73.0,1,66.0,1,1,1,1,2.0,0,2,2,0,4,4,4,4,5,10.0,4.0,3.0,4.0,7.0,8,5,3,7,13,10
39500000,63,1,733962,88.6,2,91.2,1,1,0,1,1.0,0,16,3,0,4,5,6,6,9,9.0,4.0,4.0,4.0,6.0,8,3,3,5,6,17
30500000,133,1,733992,79.0,2,73.8,1,0,1,1,2.0,0,2,3,0,10,5,5,5,8,9.0,5.0,3.0,4.0,4.0,7,0,2,6,7,20
16000000,133,1,734652,71.2,1,61.6,1,1,1,1,2.0,0,16,3,0,4,4,4,5,9,9.0,4.0,4.0,4.0,6.0,6,5,2,7,11,21
35000000,21,1,732881,80.0,1,75.0,0,1,1,1,2.0,0,9,3,0,2,3,4,4,6,7.0,4.0,3.0,4.0,8.0,7,5,5,7,5,19
30500000,15,1,733761,80.2,1,63.0,0,0,1,1,2.0,0,2,4,1,10,4,4,4,6,8.0,4.0,3.0,4.0,6.0,8,2,2,4,2,18
32500000,0,1,734274,73.6,2,78.3,0,1,1,1,1.0,0,16,3,1,3,6,5,6,8,7.0,5.0,2.0,4.0,4.0,6,4,4,9,2,16
20000000,72,1,733239,88.6,1,56.0,1,1,1,1,2.0,0,16,2,1,8,4,5,5,10,6.0,4.0,2.0,4.0,5.0,6,5,3,7,6,6
47000000,133,0,734024,70.0,1,65.0,1,0,0,0,2.0,0,0,3,1,4,4,5,4,6,9.0,5.0,3.0,4.0,8.0,5,2,2,5,1,4
32500000,15,0,733993,87.0,2,96.6,0,1,1,0,2.0,0,16,4,0,2,4,4,6,6,6.0,3.0,2.0,4.0,10.0,10,1,2,5,3,24
31500000,143,1,733645,83.6,2,60.17,1,1,1,1,2.0,0,16,3,0,6,6,5,8,10,9.0,5.0,3.0,5.0,3.0,5,1,3,3,2,18
31500000,38,1,733724,85.0,2,85.0,1,1,1,1,2.0,0,2,2,0,4,4,5,5,9,10.0,5.0,3.0,4.0,4.0,5,3,4,4,2,16
24000000,5,1,734474,79.0,1,56.0,1,1,0,1,2.0,0,9,2,0,4,5,3,4,8,8.0,3.0,2.0,4.0,3.0,4,6,5,4,6,23
36000000,133,1,733593,80.0,2,75.4,1,1,1,1,2.0,0,16,3,0,9,4,4,4,5,9.0,4.0,3.0,4.0,0.0,5,0,7,3,7,20
32000000,15,1,734350,74.7,2,72.4,1,0,1,1,2.0,0,2,3,0,9,7,6,6,9,10.0,4.0,3.0,4.0,6.0,7,6,2,6,1,4
16000000,133,1,734210,79.6,2,52.0,1,1,1,0,2.0,0,0,2,0,8,4,4,5,6,8.0,4.0,3.0,4.0,9.0,9,4,1,6,3,11
35000000,63,1,733980,69.2,2,77.4,1,1,1,1,2.0,2,2,3,1,4,5,6,6,8,9.0,6.0,3.0,6.0,2.0,9,5,7,7,6,23
15000000,0,0,734205,85.6,2,69.6,1,1,1,1,2.0,0,0,3,0,6,5,5,4,10,10.0,4.0,3.0,4.0,4.0,6,1,4,3,5,19
30000000,15,1,733953,73.0,1,81.0,0,1,1,1,2.0,0,2,4,0,8,3,5,4,5,8.0,4.0,3.0,4.0,10.0,8,4,3,6,2,18
32000000,133,1,734441,87.4,2,84.8,1,1,1,0,2.0,0,0,3,0,1,5,5,4,7,10.0,4.0,3.0,4.0,4.0,7,4,5,5,2,18
62500000,133,1,733677,79.0,2,85.0,1,1,1,1,2.0,0,2,3,1,3,5,6,5,5,9.0,6.0,3.0,4.0,5.0,10,4,4,7,10,9
20500000,61,1,733007,65.33,1,56.2,1,1,1,1,2.0,0,16,2,0,10,3,3,4,5,8.0,3.0,3.0,4.0,8.0,8,4,1,9,6,17
8500000,143,1,732343,79.0,1,67.0,1,1,0,1,2.0,0,2,1,1,3,4,4,3,8,8.0,4.0,3.0,4.0,6.0,5,6,5,6,7,20
13500000,0,0,733785,78.0,1,62.0,1,1,1,1,2.0,0,2,5,1,2,4,5,4,8,7.0,3.0,3.0,3.0,9.0,7,6,1,8,7,20
55000000,15,0,733968,96.48,1,82.0,1,0,1,0,2.0,0,2,3,1,2,5,5,5,8,9.0,5.0,3.0,4.0,7.0,5,2,0,4,3,11
